Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg
02/03/2022,24.8,32.4,27.2,82,,6.5,9,340,3
03/03/2022,24.8,31.4,27.8,80,11,8.4,6,330,3
04/03/2022,25,31,27.8,82,1.2,7,8,330,2
05/03/2022,25.6,31.4,27.5,85,0,9.3,5,330,2
06/03/2022,25,31.5,27.9,80,1,4.4,5,350,2
07/03/2022,25.2,30.7,26.8,85,,7.2,5,10,2
08/03/2022,24,31,26,86,8.1,1.7,5,340,2
09/03/2022,24.2,31.2,27,85,23,7,6,360,2
10/03/2022,24.8,30.2,27.3,84,5.6,2.4,5,350,2
11/03/2022,24.4,31.6,27.8,79,1,4.8,8,330,3
12/03/2022,24.4,30.4,27.1,87,7.8,9.7,5,330,2
13/03/2022,24.2,31.8,28.4,80,5.5,1,7,330,3
14/03/2022,24.8,32.2,27.1,86,2.1,6,6,320,2
15/03/2022,25.4,30,26.8,91,13.3,7.5,6,320,2
16/03/2022,23.8,32.2,27.5,81,2,0,7,340,2
17/03/2022,24.4,31.6,28.3,77,0,7.1,6,350,2
18/03/2022,24.6,32.3,29.5,76,0,10.6,7,340,3
19/03/2022,24.6,32.2,26.7,84,,8.9,7,350,2
20/03/2022,24.6,32.2,27.6,85,15.3,4.6,5,340,2
21/03/2022,24.8,31.2,28,81,6,6,5,30,2
22/03/2022,25.2,30.2,27.4,82,0,5,5,20,1
23/03/2022,25.3,32,28.4,82,1.8,2.5,6,330,2
24/03/2022,24.4,31.8,27.9,82,1.5,3.5,7,330,3
25/03/2022,24.8,31.6,28.5,75,,9.3,5,350,2
26/03/2022,26.2,32.4,28.8,77,0,7.3,6,350,2
27/03/2022,25.9,31.8,28.8,73,0,7,6,320,2
28/03/2022,26.3,32.2,28.5,72,0,8.2,9,330,3
29/03/2022,25.4,32.4,28.5,75,0,4.6,7,340,3
30/03/2022,25.8,32.5,28.8,72,0,9,5,350,3
31/03/2022,24.8,32.9,28.3,75,,10,5,20,3
01/04/2022,24.4,32.8,28,75,13.7,7.7,6,340,2
02/04/2022,24.7,32.2,28.3,72,1,8.3,5,350,2
03/04/2022,25.8,32.2,28.1,79,0,10.1,6,340,2
04/04/2022,25,32,27.9,79,3.7,4,6,330,2
05/04/2022,24.8,31.8,,,3.1,8.1,5,350,3
06/04/2022,25,34.4,28.8,75,24.5,9.4,4,120,2
07/04/2022,25,31.6,28.1,79,0,8.1,5,270,2
08/04/2022,25.1,32,27.9,76,0.2,6.5,4,180,2
09/04/2022,25.3,32.8,28,75,0.2,8.6,4,320,2
10/04/2022,25.8,35.2,28.3,75,0.2,7.4,4,360,2
11/04/2022,25.4,33.4,28.6,74,0,6,6,30,2
12/04/2022,23.4,32.3,,,23.1,10,5,20,2
13/04/2022,25.4,33.2,28.5,74,0,8.8,8,30,3
14/04/2022,26.1,32.8,28.8,73,,10.2,6,340,3
15/04/2022,25.3,33.8,29,70,0.3,9,6,340,3
16/04/2022,26,33,29.3,73,0,10.8,6,350,2
17/04/2022,25.4,33.4,28.9,75,0,10.7,6,360,3
18/04/2022,24.1,32.6,28.9,78,9.2,9.2,5,330,2
19/04/2022,25.5,32.7,27.6,84,1.9,9.8,6,320,2
20/04/2022,24.4,31.8,27.4,82,5.9,8.2,4,110,2
21/04/2022,24.5,29.6,25.4,90,6.7,5.2,9,310,2
22/04/2022,23.8,32,27.8,77,3,0.8,6,110,3
23/04/2022,24.4,33.3,27.9,75,,10.5,6,110,2
24/04/2022,24.6,32.1,28.2,79,2.4,7.8,5,340,2
25/04/2022,24.8,32.2,27.5,82,0.4,6.7,6,310,2
26/04/2022,24.3,30.8,27,86,10.7,7,6,20,2
27/04/2022,25,31.2,27.8,81,0,1.3,4,330,2
28/04/2022,25,31.6,27.5,80,5,5.4,7,310,3
29/04/2022,25,31.7,28.3,78,0,2.8,5,20,2
30/04/2022,25,32.6,28.7,80,10.2,5.7,5,110,3
01/05/2022,25.4,33.6,29.6,72,0.2,8.3,5,110,2
02/05/2022,26.1,34,29.1,72,0,7.7,6,120,3
03/05/2022,25.8,34.6,30.2,70,,7.8,8,110,3
04/05/2022,25.8,33.2,28.9,76,0,10.4,7,10,3
05/05/2022,25.8,32.6,28.5,73,0,9,5,10,2
06/05/2022,25.6,33.7,28.8,75,,9,5,350,2
07/05/2022,25.6,34,29.5,72,0.4,8.5,6,360,3
08/05/2022,24.6,33.3,29,77,18.6,9.6,7,330,3
09/05/2022,25.8,32.6,27.2,84,,8.7,5,20,3
10/05/2022,24.8,33.6,29.1,76,22,4.5,7,320,3
11/05/2022,26.4,31.9,28.7,82,0.4,7.8,7,10,2
12/05/2022,26,32.4,29.1,80,4.5,8.6,5,340,2
13/05/2022,26.4,32.8,28.9,80,0,,6,320,2
14/05/2022,26.7,32.6,28.1,80,0,8,5,310,2
15/05/2022,25.2,33.6,28.2,84,3.1,5.2,5,80,2
16/05/2022,26,32.2,28.5,81,0,6.4,6,340,2
17/05/2022,24.2,33.2,28.2,74,0,8.5,5,10,2
18/05/2022,24.8,34.1,28.5,77,6,7.8,5,30,2
19/05/2022,25.8,33,28,78,1.8,7.8,6,30,2
20/05/2022,24.1,33.2,27.8,79,6.9,7,5,10,3
21/05/2022,24.4,31.8,27.6,82,36.6,9,5,350,2
22/05/2022,25.3,32.8,28.9,72,0.7,3.4,8,110,3
23/05/2022,26.4,31.8,28.9,71,0.5,7,6,140,3
24/05/2022,26.8,33.4,29.6,71,,1.4,6,120,3
25/05/2022,26.8,31,27.9,79,,7.5,6,350,2
26/05/2022,25.3,28.4,24.8,90,,0.1,8,280,2
27/05/2022,22.9,31.2,27,79,43.6,1,5,10,2
28/05/2022,24.5,32,28.4,74,0,9.4,6,320,2
29/05/2022,25,31.1,27.8,76,,10.5,5,310,2
30/05/2022,24.3,31.7,28.1,75,7.7,4.7,6,340,2
31/05/2022,24.8,32,28.1,76,0,10.8,5,330,2
01/06/2022,25.3,32,28.5,74,0,10.7,5,10,2
02/06/2022,24.5,32.6,28.3,75,,5.7,5,310,2
03/06/2022,25,32.4,27,82,3.2,9,6,320,2
04/06/2022,23.8,32.9,27.7,78,1.5,5.6,5,20,2
05/06/2022,24.2,32.9,26.8,82,,9.1,4,270,2
06/06/2022,23.6,31,26.4,84,38.5,5.3,4,120,2
07/06/2022,23.7,33,27.6,78,10.5,3,6,100,3
08/06/2022,24,33.2,28.2,77,0,6.4,10,70,3
09/06/2022,24.5,31.8,27.4,78,,4,7,40,2
10/06/2022,24.2,34,28.7,70,0,5.4,6,60,3
11/06/2022,24,33.6,28.9,75,,9,6,340,3
12/06/2022,,32.8,27.6,79,27.8,9.2,5,330,2
13/06/2022,24.7,32.2,,,11.8,9,6,120,2
14/06/2022,24.2,32.4,27.9,74,0.5,7,7,90,3
15/06/2022,25,31.6,28.2,74,,8.5,6,120,3
16/06/2022,25.4,33.3,28.4,73,,4.2,7,130,3
17/06/2022,25.2,31,27.8,75,1.7,5.5,4,120,2
18/06/2022,23.4,31.6,27,78,0.4,3.1,5,350,2
19/06/2022,23.9,30,26.8,82,0,9.9,5,310,2
20/06/2022,24.4,33.2,27.6,77,,3,6,90,2
21/06/2022,23.8,32.2,27.5,81,6.2,9,6,30,2
22/06/2022,24.3,33.4,28.4,70,,9,6,120,3
23/06/2022,24.5,33.2,,,,10.5,6,150,2
24/06/2022,23.6,32,27.2,80,1.1,6.7,6,330,2
25/06/2022,23.9,31.7,27.3,78,0,5.4,6,330,2
26/06/2022,23.9,30.4,26.2,87,36.8,6.5,10,340,3
27/06/2022,24.5,31.2,26.3,86,4,1.3,5,350,2
28/06/2022,23.8,32.1,27.4,75,25.5,6.2,4,320,2
29/06/2022,24.2,33.6,28.2,56,,5.4,4,110,2
30/06/2022,21.6,32.6,26.7,69,0,9.7,5,330,2
01/07/2022,22.4,33.2,27.6,74,,10.4,6,100,2
02/07/2022,24,34.4,28.8,66,0,10.5,8,90,3
03/07/2022,24.9,33.2,28.9,73,6.5,9,7,340,3
04/07/2022,26.2,33,28.5,78,0,10.7,5,110,2
05/07/2022,26.2,32.8,28.4,77,0,6,6,20,2
06/07/2022,24.9,32,26.5,86,1.8,9.1,5,10,2
07/07/2022,24.6,33.5,28.4,76,1.8,3.5,6,110,2
08/07/2022,24.2,34,28.2,68,0,9,6,300,2
09/07/2022,22.3,33,26.8,65,0,11.2,5,140,2
10/07/2022,22.2,33.8,27.5,65,,10.3,6,120,3
11/07/2022,23.2,32.8,27.4,74,0,10.9,6,30,3
12/07/2022,23,33.8,28.7,72,0,2,7,100,3
13/07/2022,25.4,31.5,28.1,75,0.9,10,6,10,2
14/07/2022,24.1,32.2,27.2,81,60.8,1.6,8,120,4
15/07/2022,25,33.2,28.4,73,2.1,7.3,8,90,4
16/07/2022,26.2,32.2,27.8,76,0,9.3,5,120,2
17/07/2022,23.3,29.6,26.3,82,39.6,1.7,4,170,2
18/07/2022,24,32.6,27.6,77,0,2.7,6,340,2
19/07/2022,25,33.4,28.3,70,0,8,6,80,3
20/07/2022,24,33,28.4,69,0,10,8,110,3
21/07/2022,23.4,34.6,28.1,69,,11,5,80,2
22/07/2022,23.8,32.9,27.8,72,0,9.8,5,100,2
23/07/2022,24.8,33.2,27.7,75,,6.2,6,330,2
24/07/2022,24.8,33.6,28,70,0,7.7,4,330,2
25/07/2022,22,32.6,26.9,60,0,8.8,4,150,2
26/07/2022,21.7,32.6,26.5,66,0,10.2,5,120,2
27/07/2022,23,33.6,28.2,66,0,11.2,9,110,3
28/07/2022,24.2,33.2,29.1,65,,9.6,5,140,3
29/07/2022,25.8,33.4,28.9,63,,9.5,6,130,3
30/07/2022,23.8,33.6,27.4,72,0,7.8,6,20,2
31/07/2022,23.8,33.6,27.5,70,0,10.2,6,350,2
01/08/2022,24.4,33.2,28.2,70,0,8.8,5,100,3
02/08/2022,24.9,33.4,28.3,69,0,11,6,90,4
03/08/2022,24.8,33.9,29.3,69,0,8.3,7,140,3
04/08/2022,24.7,32.8,,,,9.5,6,330,2
05/08/2022,22.8,32.6,27.1,68,1.5,9.8,6,320,2
06/08/2022,23.8,31.6,27.6,67,0,11,5,310,2
07/08/2022,24.4,32.8,27.9,74,0,11,6,320,2
08/08/2022,23.7,34.3,28.3,64,,10.6,5,330,2
09/08/2022,24.4,34.6,28.6,64,0,8.6,6,10,2
10/08/2022,24.4,34,28.7,68,0,10.5,6,140,3
11/08/2022,24.2,34.6,29.2,68,2,7.8,7,120,3
12/08/2022,25.6,34,28.9,72,0,11,7,330,3
13/08/2022,25.6,33.6,27.6,80,0,9,9,260,3
14/08/2022,23.6,32.9,26.8,79,23.5,6.8,6,80,3
15/08/2022,24,31.3,28.4,73,,7.2,4,120,2
16/08/2022,24,33.2,,,22.1,5,5,40,2
17/08/2022,24.2,33.2,28.8,66,0,9.5,5,100,3
18/08/2022,24.8,33.8,28.3,65,0,10.2,7,100,4
19/08/2022,24,34,29.3,65,0.5,9,6,110,3
20/08/2022,24.5,33.2,28.4,64,,10,6,70,3
21/08/2022,25,33.2,28.3,69,0.6,10.6,7,90,3
22/08/2022,25,33.2,28.4,66,,7.9,5,340,3
23/08/2022,24,33.6,28.3,69,0,8.4,6,110,2
24/08/2022,24.6,33.5,28.8,63,,10.5,6,90,3
25/08/2022,24.2,33.6,28.7,58,0,10.2,6,120,2
26/08/2022,25,34.3,28.8,66,0,10,6,40,3
27/08/2022,24.4,34,28.7,68,,9.6,6,50,3
28/08/2022,24.1,32,27.8,70,7.4,9.2,4,340,1
29/08/2022,24,33.6,28.1,64,,2.7,5,31,2
30/08/2022,24.2,32.8,27.9,74,0,7.2,7,310,3
31/08/2022,24.7,32.2,28.1,78,4.8,8.8,6,20,2
01/09/2022,25.4,34.1,29.8,64,0.2,6,7,70,3
02/09/2022,25.4,34,29,69,,7,6,90,3
03/09/2022,25.2,33.4,29,72,0,10.6,5,320,2
04/09/2022,25.2,32.9,28.6,69,0,7.5,4,20,2
05/09/2022,25.4,32.5,28.2,72,0,7,5,330,2
06/09/2022,25.1,33.8,28.7,76,3.9,3.5,6,360,3
07/09/2022,25.8,34.6,29.5,70,,10,7,360,3
08/09/2022,24.5,31.3,27.3,78,22,9.2,5,350,2
09/09/2022,25.1,31.6,28.1,76,,1.7,5,20,2
10/09/2022,24,32,27.3,78,24.4,6.8,6,320,2
11/09/2022,23.6,33,27.8,76,34.3,7.8,6,360,2
12/09/2022,23.9,33,29.2,70,5.3,9.5,6,300,3
13/09/2022,24.2,32.7,28.8,74,,11,8,150,3
14/09/2022,24,32.8,28.1,72,1.5,10.5,6,300,2
15/09/2022,24.2,34,28.7,72,,10.3,6,300,2
16/09/2022,23.4,,28.9,70,11.4,10.3,6,80,3
17/09/2022,23.8,35.4,29,66,7.6,8,6,110,2
18/09/2022,24.6,36,29.4,66,0,10.6,5,350,2
19/09/2022,24,32.8,28.5,67,,10.5,5,330,3
20/09/2022,24.2,34.1,28.7,70,2.3,10.3,6,100,2
21/09/2022,25.1,32.7,28.3,72,,4.7,5,330,2
22/09/2022,25,34.8,28.4,75,,4.7,5,140,2
23/09/2022,24.5,34.6,29.2,72,4.4,7.5,5,330,2
24/09/2022,24.7,34.8,28.9,70,,8.2,4,10,2
25/09/2022,24,35.6,29.9,61,0,8.1,6,90,3
26/09/2022,24.1,33.9,29.4,67,0,10.5,5,310,2
27/09/2022,24.4,35.6,29.3,63,,8.6,5,80,2
28/09/2022,24.8,35.6,29.4,65,,8.9,5,100,2
29/09/2022,25.8,34.5,29.6,65,0,9.4,6,340,3
30/09/2022,26,33,29.2,67,,8.7,6,110,2
01/10/2022,25.2,33.6,29,70,0,5.7,6,360,3
02/10/2022,26,32.4,28.6,75,,8.5,5,20,2
03/10/2022,25.5,32.8,28.6,74,0,4.8,5,270,2
04/10/2022,25.4,32.2,28.2,75,0,6,5,290,1
05/10/2022,25.8,32,27.8,75,0,3.2,6,310,2
06/10/2022,24.5,32.8,27,80,31.4,5.2,6,200,2
07/10/2022,23.6,32.2,27.4,78,23.2,3.2,7,310,2
08/10/2022,24,33.1,27.4,81,0.6,7.5,7,290,2
09/10/2022,23.6,32.2,26.8,82,23.8,5.6,5,340,2
10/10/2022,23.4,32,26.4,82,13.6,4.3,6,290,2
11/10/2022,23.8,31.2,27.1,81,16.5,9,5,300,2
12/10/2022,23.8,32.2,27,82,0.5,3.8,7,120,2
13/10/2022,24.3,31.4,27,83,19,6,5,340,1
14/10/2022,24.6,33.2,27.3,82,6.4,5,7,310,2
15/10/2022,24.6,32.5,27.4,82,87,4.7,6,90,2
16/10/2022,24.8,33.8,28.8,76,2.3,4.8,5,300,2
17/10/2022,26.4,31.8,28.2,78,6,8.4,5,310,2
18/10/2022,24.9,30.7,27,85,2.5,2,7,190,2
19/10/2022,24,29.8,27.3,84,20.5,1.4,5,290,2
20/10/2022,24.4,32.3,28.8,76,,3.4,5,290,2
21/10/2022,24.4,30.4,26.7,88,5,8.4,7,30,2
22/10/2022,24,30.2,27.5,80,13.3,0.7,4,330,2
23/10/2022,25.6,31.8,28.3,79,0,5.3,5,300,2
24/10/2022,25.7,31,27,86,0,5.2,4,350,2
25/10/2022,24,31.2,26.8,83,12,2.5,6,160,2
26/10/2022,24.2,30.4,26.8,84,12.5,4,4,310,2
27/10/2022,24.2,31,27.6,76,,2.9,4,300,2
28/10/2022,24.2,32.4,28.3,73,,6.2,5,330,2
29/10/2022,25.2,32,28.4,73,0,9.2,5,20,2
30/10/2022,24.7,32.2,28.8,66,0.2,6,5,40,2
31/10/2022,25.3,32.2,28.9,69,0,7.5,5,20,2
01/11/2022,24.4,32,28.1,72,,7.6,5,350,2
02/11/2022,25.2,33.2,28,78,4.4,4.4,6,80,3
03/11/2022,25.4,32.8,29.4,74,2.5,7.3,5,320,2
04/11/2022,26.6,34.3,28.6,78,,7.2,5,60,2
05/11/2022,24,32.2,28.4,78,38.6,6.7,5,350,2
06/11/2022,24.4,31.8,27.1,86,13.4,5.2,4,330,2
07/11/2022,23.6,33.1,27.7,78,91,6,5,360,2
08/11/2022,24.4,31.1,27.6,80,5.5,7.8,4,330,2
09/11/2022,24.4,32,27.8,82,0,3.4,4,50,2
10/11/2022,24.6,32,28.4,75,6.7,6,4,310,2
11/11/2022,25,31.6,27.7,82,1.7,7.3,5,320,2
12/11/2022,24.9,32,28.2,82,0.5,4.5,6,30,2
13/11/2022,24.4,32.1,28.4,80,54.3,6.2,4,40,2
14/11/2022,25.4,32.7,28.5,80,0.1,3.4,6,310,2
15/11/2022,24,31.6,28,84,5.6,6.5,5,320,2
16/11/2022,26,32,29,74,0,6.7,7,310,3
17/11/2022,26,32.2,27.1,86,0,4.5,6,310,2
18/11/2022,24.9,31.5,28.4,78,2,3,5,330,3
19/11/2022,23.8,30.7,27,79,3,5.5,8,300,3
20/11/2022,24.6,32.2,29,76,0,4.4,7,310,3
21/11/2022,25,32.2,28.6,79,,7.3,5,310,2
22/11/2022,25.4,31.9,27.7,80,12.4,8.8,4,330,2
23/11/2022,25.3,31.2,27.5,80,1.5,7.7,6,290,2
24/11/2022,25.8,31.4,27.5,82,,2.4,6,330,3
25/11/2022,25,31,28.1,76,0,2.7,6,320,2
26/11/2022,24.6,31.4,26.8,85,,4.7,5,120,2
27/11/2022,24.2,31,27,84,2.4,1,5,290,2
28/11/2022,24.2,31.6,28.1,76,1.4,3.7,5,340,2
29/11/2022,25.6,32.4,27.8,78,0,7,5,20,2
30/11/2022,24.6,30.4,26.7,86,6.5,7.2,4,360,2
01/12/2022,23.8,31.9,28,77,4.3,2.5,5,290,2
02/12/2022,25,30,27.4,79,,7.5,6,340,2
03/12/2022,25.4,32,28.1,79,0,0.3,4,30,2
04/12/2022,24.6,31.7,27.2,86,1,7.5,5,300,2
05/12/2022,24.5,31.8,27.7,80,22.8,5.6,4,350,1
06/12/2022,24.5,32.4,28.6,77,,4,5,350,2
07/12/2022,25,31.6,,,0,9.2,5,20,2
08/12/2022,26,31.2,28.4,79,,5.8,5,330,2
09/12/2022,24.4,33.2,28.3,70,,0.5,6,310,2
10/12/2022,24.8,32.6,29.1,73,1,7,5,300,2
11/12/2022,24.5,33.2,28.7,74,0,8.4,7,340,2
12/12/2022,23.8,32.4,28.1,77,19.3,7.2,6,320,2
13/12/2022,24.7,32.2,28.9,79,4.7,9.4,6,310,2
14/12/2022,25.4,31.7,28.6,76,,9.2,4,10,2
15/12/2022,25.6,32.6,27.9,81,0,2.5,6,90,2
16/12/2022,25.2,31,27,84,0.8,6.8,4,30,2
17/12/2022,22.9,31.8,27.5,80,23.9,3.2,6,10,2
18/12/2022,24.6,31.8,27.9,80,0.6,8.4,6,10,2
19/12/2022,24.6,30.9,28.5,75,,9.7,4,320,2
20/12/2022,25.1,32.3,27.8,81,0,3.9,5,320,2
21/12/2022,24.2,32.1,28,80,5.4,5.8,7,290,2
22/12/2022,25.6,31.9,28.2,80,1.6,7,9,300,3
23/12/2022,24.2,31,28,74,6.9,3.2,14,290,4
24/12/2022,25,31.4,27.6,82,4.6,1.1,8,310,3
25/12/2022,24.7,29.7,27.4,81,5.4,4.4,8,280,3
26/12/2022,24.6,30.9,26.3,80,0.2,0,8,290,3
27/12/2022,22.8,30.2,26.4,84,68.1,0.5,6,290,2
28/12/2022,24,32.4,28,77,,0.5,11,290,4
29/12/2022,24.1,30.2,26.6,86,24.8,8.3,7,290,4
30/12/2022,24.4,28.6,25.7,86,4.4,1,7,280,3
31/12/2022,23.8,26.7,24.5,95,92.7,0,8,260,3
01/01/2023,22.8,29.6,26.8,78,124.7,0,8,290,4
02/01/2023,23.6,31,27.7,77,4.1,1.2,9,310,4
03/01/2023,23,31.1,26.8,85,12.4,4.6,6,300,3
04/01/2023,25,31.8,27.7,76,0.4,3.5,9,290,3
05/01/2023,24.4,31.8,27.6,81,1,7.6,8,280,3
06/01/2023,24.1,30.7,26.1,90,21.6,3.7,6,310,2
07/01/2023,23.8,30.8,27.1,84,33.7,6.6,5,10,2
08/01/2023,23.8,30.2,27,86,3.1,7.3,4,10,2
09/01/2023,25.2,31.4,27.8,83,0,6,5,320,2
10/01/2023,25.4,31.2,28.1,80,0.2,6.1,5,350,2
11/01/2023,25.3,31.8,28.2,81,0.5,7.5,5,320,2
12/01/2023,25.4,32.1,28.5,77,0,7.8,6,290,2
13/01/2023,24.8,31.6,27.8,80,0,9.8,7,330,2
14/01/2023,24,32,28.5,75,4,8,6,310,2
15/01/2023,25.6,31.8,28.4,79,1,10.8,6,300,2
16/01/2023,24.6,32.2,28.1,82,18.5,7.2,8,300,4
17/01/2023,25.4,30.8,27,88,0,7.9,6,300,2
18/01/2023,23.6,29.4,25.8,89,20.5,0.4,6,310,2
19/01/2023,23.4,30.7,26.8,86,41.6,0,7,300,3
20/01/2023,23.4,30,27.1,83,,2.8,5,20,2
21/01/2023,25,31.3,27.5,80,,1.7,5,310,2
22/01/2023,25.2,31.2,27.2,82,0,5.7,7,330,2
23/01/2023,25.2,31.5,26.8,87,1.2,7.5,6,320,2
24/01/2023,25,31.8,28,83,8.2,5,8,300,3
25/01/2023,24.4,30,,,26.5,8,6,310,2
26/01/2023,24.9,,27.6,82,,1.8,7,290,4
27/01/2023,25,30.3,26.8,86,14,3.6,7,300,2
28/01/2023,24.8,28,25.8,87,0.5,0.1,6,290,2
29/01/2023,23.8,30.2,26.5,82,5.8,0.8,8,300,3
30/01/2023,24.7,31.6,27.8,77,0,2.4,8,290,2
31/01/2023,25.5,31.4,27.6,82,,1.8,5,330,2
01/02/2023,24.8,30,26.8,87,4,1.2,8,280,2
02/02/2023,25.2,30.2,26.9,86,0.7,2.5,9,280,4
03/02/2023,23.8,29.6,26.7,80,53.7,0.2,7,290,2
04/02/2023,24.9,31.6,27.3,81,0,1.4,9,290,3
05/02/2023,24.6,30.4,27.5,80,26.5,4.6,6,300,2
06/02/2023,25,30.9,,,,0.8,7,350,2
07/02/2023,24,32,27.6,81,,1.7,11,300,4
08/02/2023,24.4,30.4,26.8,86,0.9,2.8,8,290,2
09/02/2023,25,31,27.2,81,2.9,1.5,10,310,3
10/02/2023,24.7,32,28,76,,5.1,11,290,3
11/02/2023,24.2,30.3,26.5,86,42,8,8,280,2
12/02/2023,24,30.9,27.7,76,6.6,1,8,280,3
13/02/2023,24.2,30.6,26.4,86,,4.6,5,10,2
14/02/2023,23.8,31,26.7,85,1.8,5.4,7,300,3
15/02/2023,25,32,27.1,83,2.6,7,6,310,2
16/02/2023,24.4,31.9,26.9,82,2,3.4,10,300,2
17/02/2023,24.6,31.9,27.5,82,16.5,4.6,10,310,3
18/02/2023,24.7,31.2,26.7,86,2.3,6.4,8,330,2
19/02/2023,23.4,31.6,26.4,86,3.7,3.5,9,300,3
20/02/2023,24.3,31.3,26.9,85,15.4,8.8,7,310,2
21/02/2023,24.6,31.2,27.5,81,49.1,6.3,8,300,3
22/02/2023,24.7,29.8,26.8,83,13,9.9,10,280,4
23/02/2023,23.7,31,26.1,85,16,2.8,7,270,4
24/02/2023,23.2,31.3,26.7,84,13.5,2.3,8,310,4
25/02/2023,23,29.6,,,1.3,2.8,9,280,4
26/02/2023,24.2,31.7,26.5,85,5.7,1.2,8,280,4
27/02/2023,24.2,29,25.4,89,10.2,3.7,12,300,4
28/02/2023,23.5,30.2,25.5,88,38.5,0.5,10,270,4
01/03/2023,22.9,31.2,25.8,87,3.4,1.5,7,290,3
02/03/2023,23.4,31.1,24.8,92,15.8,4.7,8,300,3
03/03/2023,23.4,30.2,26.6,87,35.5,0,5,310,2
04/03/2023,24,31.1,27,82,0,9.6,6,320,3
05/03/2023,24.7,31.6,27.5,81,15.8,5.9,9,290,4
06/03/2023,24.8,31.2,27.7,80,1.5,7.6,7,310,2
07/03/2023,25,30.3,27.8,80,0,8.2,6,300,2
08/03/2023,26,31.2,27.8,81,,8.3,7,300,2
09/03/2023,24.6,32,27.9,79,1.5,4.4,6,310,2
10/03/2023,25.2,32,28.1,78,0,6.6,7,320,2
11/03/2023,25.8,32.3,28.6,74,0,9.3,5,320,2
12/03/2023,25.6,31.4,28.5,76,,8,5,330,2
13/03/2023,24.2,31.4,27.8,74,,7.5,6,320,3
14/03/2023,25.2,31.2,28,79,,10,7,50,3
15/03/2023,23.4,31.3,27.6,78,6.1,6.4,5,310,2
16/03/2023,25.5,32.3,28.9,77,,3.8,5,320,3
17/03/2023,25.7,32.6,28.5,72,0,6.6,7,330,2
18/03/2023,25,32.2,28.2,75,,8.3,5,330,2
19/03/2023,25.8,33.1,29,74,0,8.1,6,290,2
20/03/2023,26,32.2,27.9,80,,7.8,5,320,2
21/03/2023,24,32.8,27.8,80,5.7,6.8,6,30,2
22/03/2023,24.6,32.4,28.9,74,0,5.4,7,290,2
23/03/2023,25.9,32.2,28.8,78,29,9.3,6,300,3
24/03/2023,25.5,32.2,28.9,71,0,10.4,7,320,3
25/03/2023,26.4,32.4,28.3,79,0,10,7,300,3
26/03/2023,25.2,32.2,28.3,76,,6.4,7,300,2
27/03/2023,25,31.2,27.1,84,9,5.7,5,320,2
28/03/2023,25.4,30.6,27.6,80,0.8,5,6,310,3
29/03/2023,25,32,27.7,78,2.2,4.7,6,310,2
30/03/2023,25.4,32.6,28.5,74,,6,7,330,3
31/03/2023,25,32.9,28.1,79,0.4,5.3,9,300,3
01/04/2023,24.8,31.6,,,,3.6,5,300,2
02/04/2023,24,31.2,26.5,80,8.5,2.7,4,320,2
03/04/2023,24.4,31.2,27.6,80,,6.6,5,320,2
04/04/2023,24.7,31.4,27.9,77,0,9.2,5,350,2
05/04/2023,24.8,31.6,27.9,75,0,5.9,6,330,2
06/04/2023,25,31.7,27.8,77,0,10.2,7,300,2
07/04/2023,25.4,32.3,28,74,,6,5,360,2
08/04/2023,25,31.8,27.4,82,,5.2,5,10,2
09/04/2023,24,30.8,27.7,77,8.6,6.6,6,320,2
10/04/2023,25.1,30.8,27.4,79,0,8,5,330,2
11/04/2023,24.7,31.2,27.9,78,2.3,4.8,5,310,2
12/04/2023,25.5,32.2,28.8,75,0.8,6.8,5,340,2
13/04/2023,25,31.7,,,8.2,6,4,280,2
14/04/2023,25.2,32,28.2,81,0,4.3,6,340,2
15/04/2023,25.4,32.5,28.9,73,0,6.7,5,320,2
16/04/2023,26.1,31.8,28.6,77,0.7,7.8,4,320,2
17/04/2023,26.4,32.2,28.7,78,0,8.9,5,350,3
18/04/2023,26.6,34.4,29.8,73,0,7.8,7,90,3
19/04/2023,26.6,34.5,29.8,72,,7.6,6,350,3
20/04/2023,26.8,32.8,29.1,78,0,8.8,3,60,2
21/04/2023,26.5,32,28.8,78,,7.3,6,350,3
22/04/2023,26.8,34,29.1,74,0.4,6.2,8,100,3
23/04/2023,26.5,34.3,30.3,70,1.8,10,6,100,3
24/04/2023,27.6,34.2,29.9,70,,9.5,7,310,3
25/04/2023,25.2,33.6,28.8,78,2,10,6,340,2
26/04/2023,25.4,33.2,29,80,19.5,8,5,300,2
27/04/2023,25.4,34.2,29.4,75,11.2,9.8,6,360,2
28/04/2023,25.9,33.6,29.1,76,,8.5,6,310,2
29/04/2023,25.5,31.2,27.9,85,16,10.3,4,310,2
30/04/2023,25.5,32.2,28.5,76,0.2,5.2,5,310,2
01/05/2023,25.6,32.4,28.8,80,2.6,8.9,5,300,2
02/05/2023,25,32.8,28.8,78,0,7.1,5,320,3
03/05/2023,26,33.6,,,25,9.8,6,310,2
04/05/2023,25,33.2,29.5,75,22,6.4,5,80,2
05/05/2023,25.6,34.1,28.1,80,0.3,10,5,90,3
06/05/2023,25.5,33.3,28.8,79,36.5,8.5,5,310,2
07/05/2023,26,32.8,29,75,,7.5,5,310,2
08/05/2023,25,33,29,80,,8.8,5,330,2
09/05/2023,26.6,32,29.2,77,0,8,5,310,2
